,T2M,T2M_MIN,T2M_MAX,PRECTOTCORR,WS2M,District,MOH,Latitude,Longitude
2013-06-03,24.71,21.75,28.8,1.13,3.75,Moneragala,Buttala,6.760246,81.2470358
2013-06-04,25.06,22.33,29.35,1.5,3.69,Moneragala,Buttala,6.760246,81.2470358
2013-06-05,24.27,22.25,27.95,1.37,3.04,Moneragala,Buttala,6.760246,81.2470358
2013-06-06,24.93,22.17,28.74,1.48,3.32,Moneragala,Buttala,6.760246,81.2470358
2013-06-07,24.5,21.79,28.57,3.1,3.39,Moneragala,Buttala,6.760246,81.2470358
2013-06-08,23.53,21.32,26.58,3.31,4.13,Moneragala,Buttala,6.760246,81.2470358
2013-06-09,24.17,21.09,28.86,0.86,3.55,Moneragala,Buttala,6.760246,81.2470358
2013-06-10,24.51,21.03,29.48,0.16,3.5,Moneragala,Buttala,6.760246,81.2470358
2013-06-11,24.8,21.49,29.48,1.65,3.56,Moneragala,Buttala,6.760246,81.2470358
2013-06-12,23.39,21.41,26.62,2.23,4.65,Moneragala,Buttala,6.760246,81.2470358
2013-06-13,23.89,21.35,27.83,2.56,4.99,Moneragala,Buttala,6.760246,81.2470358
2013-06-14,24.63,21.48,28.54,1.21,4.77,Moneragala,Buttala,6.760246,81.2470358
2013-06-15,24.75,22.06,28.8,2.27,4.27,Moneragala,Buttala,6.760246,81.2470358
2013-06-16,24.45,21.36,28.82,1.65,3.71,Moneragala,Buttala,6.760246,81.2470358
2013-06-17,23.61,21.31,26.97,2.38,4.14,Moneragala,Buttala,6.760246,81.2470358
2013-06-18,24.62,21.16,29.39,1.48,3.41,Moneragala,Buttala,6.760246,81.2470358
2013-06-19,24.89,21.46,29.74,1.86,3.39,Moneragala,Buttala,6.760246,81.2470358
2013-06-20,24.83,21.65,29.9,0.85,3.66,Moneragala,Buttala,6.760246,81.2470358
2013-06-21,24.71,21.86,29.2,1.41,3.62,Moneragala,Buttala,6.760246,81.2470358
2013-06-22,24.15,21.19,28.49,1.58,4.24,Moneragala,Buttala,6.760246,81.2470358
2013-06-23,24.45,21.78,28.22,1.91,4.26,Moneragala,Buttala,6.760246,81.2470358
2013-06-24,24.67,21.86,28.76,0.91,3.96,Moneragala,Buttala,6.760246,81.2470358
2013-06-25,24.91,21.72,29.66,2.69,3.34,Moneragala,Buttala,6.760246,81.2470358
2013-06-26,24.6,21.49,29.12,2.73,2.63,Moneragala,Buttala,6.760246,81.2470358
2013-06-27,24.87,21.96,29.78,4.5,2.15,Moneragala,Buttala,6.760246,81.2470358
2013-06-28,24.29,21.99,27.59,9.38,2.41,Moneragala,Buttala,6.760246,81.2470358
2013-06-29,24.69,21.14,29.72,7.44,2.33,Moneragala,Buttala,6.760246,81.2470358
2013-06-30,24.33,21.88,28.29,6.34,2.53,Moneragala,Buttala,6.760246,81.2470358
2013-07-01,24.18,21.52,28.75,2.58,3.14,Moneragala,Buttala,6.760246,81.2470358
2013-07-02,23.93,21.18,28.28,1.29,3.64,Moneragala,Buttala,6.760246,81.2470358
2013-07-03,24.16,21.3,28.71,1.63,3.91,Moneragala,Buttala,6.760246,81.2470358
2013-07-04,24.17,21.29,29.17,0.55,3.33,Moneragala,Buttala,6.760246,81.2470358
2013-07-05,24.48,21.01,29.47,2.12,3.3,Moneragala,Buttala,6.760246,81.2470358
2013-07-06,24.35,21.49,28.32,10.06,2.68,Moneragala,Buttala,6.760246,81.2470358
2013-07-07,23.94,21.41,28.49,4.86,3.4,Moneragala,Buttala,6.760246,81.2470358
2013-07-08,23.59,21.36,26.58,2.46,2.94,Moneragala,Buttala,6.760246,81.2470358
2013-07-09,24.06,21.59,27.71,1.04,3.23,Moneragala,Buttala,6.760246,81.2470358
2013-07-10,23.85,20.82,28.38,4.72,3.15,Moneragala,Buttala,6.760246,81.2470358
2013-07-11,23.98,20.96,28.47,0.31,3.1,Moneragala,Buttala,6.760246,81.2470358
2013-07-12,24.34,21.06,29.04,0.34,3.35,Moneragala,Buttala,6.760246,81.2470358
2013-07-13,24.57,21.41,29.33,0.2,3.03,Moneragala,Buttala,6.760246,81.2470358
2013-07-14,24.73,21.46,29.44,0.38,2.75,Moneragala,Buttala,6.760246,81.2470358
2013-07-15,24.44,21.72,28.95,1.81,3.67,Moneragala,Buttala,6.760246,81.2470358
2013-07-16,24.08,22.03,27.56,2.82,3.89,Moneragala,Buttala,6.760246,81.2470358
2013-07-17,24.48,21.33,28.48,1.56,3.4,Moneragala,Buttala,6.760246,81.2470358
2013-07-18,24.4,21.9,28.61,1.41,3.79,Moneragala,Buttala,6.760246,81.2470358
2013-07-19,24.2,21.82,28.15,0.31,4.06,Moneragala,Buttala,6.760246,81.2470358
2013-07-20,24.01,21.56,27.97,0.21,3.33,Moneragala,Buttala,6.760246,81.2470358
2013-07-21,24.55,21.47,29.37,1.07,3.54,Moneragala,Buttala,6.760246,81.2470358
2013-07-22,24.18,21.87,28.21,3.85,3.67,Moneragala,Buttala,6.760246,81.2470358
2013-07-23,23.88,21.47,28.04,2.46,3.73,Moneragala,Buttala,6.760246,81.2470358
2013-07-24,24.23,21.26,28.6,4.75,3.43,Moneragala,Buttala,6.760246,81.2470358
2013-07-25,24.12,21.17,28.73,4.49,3.37,Moneragala,Buttala,6.760246,81.2470358
2013-07-26,24.26,21.09,29.01,5.51,2.84,Moneragala,Buttala,6.760246,81.2470358
2013-07-27,24.84,21.07,30.21,1.28,2.27,Moneragala,Buttala,6.760246,81.2470358
2013-07-28,25.27,21.51,30.41,3.75,2.43,Moneragala,Buttala,6.760246,81.2470358
2013-07-29,24.8,22.25,29.27,1.0,3.34,Moneragala,Buttala,6.760246,81.2470358
2013-07-30,24.8,21.41,29.33,0.02,4.23,Moneragala,Buttala,6.760246,81.2470358
2013-07-31,25.04,22.2,30.06,0.02,4.49,Moneragala,Buttala,6.760246,81.2470358
2013-08-01,24.8,21.62,29.81,0.16,4.03,Moneragala,Buttala,6.760246,81.2470358
2013-08-02,25.23,22.05,30.49,0.85,4.69,Moneragala,Buttala,6.760246,81.2470358
2013-08-03,25.07,22.43,29.29,0.35,3.42,Moneragala,Buttala,6.760246,81.2470358
2013-08-04,24.86,22.15,29.51,3.89,3.23,Moneragala,Buttala,6.760246,81.2470358
2013-08-05,24.55,21.96,29.47,2.8,3.78,Moneragala,Buttala,6.760246,81.2470358
2013-08-06,24.28,21.1,29.13,2.48,3.57,Moneragala,Buttala,6.760246,81.2470358
2013-08-07,25.4,21.09,31.61,0.32,3.1,Moneragala,Buttala,6.760246,81.2470358
2013-08-08,25.09,21.09,31.3,0.81,3.49,Moneragala,Buttala,6.760246,81.2470358
2013-08-09,24.34,21.56,28.5,2.19,2.77,Moneragala,Buttala,6.760246,81.2470358
2013-08-10,24.95,21.37,29.85,0.53,2.68,Moneragala,Buttala,6.760246,81.2470358
2013-08-11,25.23,21.43,30.74,0.45,2.69,Moneragala,Buttala,6.760246,81.2470358
2013-08-12,25.66,21.55,31.3,1.02,2.74,Moneragala,Buttala,6.760246,81.2470358
2013-08-13,25.24,21.91,30.11,0.13,2.72,Moneragala,Buttala,6.760246,81.2470358
2013-08-14,25.59,21.87,31.59,0.14,2.82,Moneragala,Buttala,6.760246,81.2470358
2013-08-15,25.46,21.11,31.3,0.08,2.81,Moneragala,Buttala,6.760246,81.2470358
2013-08-16,25.56,21.84,31.79,0.05,3.4,Moneragala,Buttala,6.760246,81.2470358
2013-08-17,25.74,21.2,32.11,0.22,3.26,Moneragala,Buttala,6.760246,81.2470358
2013-08-18,25.31,21.53,31.43,0.52,3.2,Moneragala,Buttala,6.760246,81.2470358
2013-08-19,25.83,20.9,32.49,0.3,3.59,Moneragala,Buttala,6.760246,81.2470358
2013-08-20,25.93,21.67,32.6,0.12,3.51,Moneragala,Buttala,6.760246,81.2470358
